real,predicho,wer_individual
todo pero durante varios minutos el corazón siguió latiendo con un sonido ahogado claro que no me preocupaba pues nadie podría haberlo escuchado a través de las paredes cesó por fin de latir el viejo había muerto levanté el colchón y examiné el cadáver sí estaba muerto completamente muerto apoyé la mano sobre el corazón y la mantuve así largo tiempo entonces sentía el menor latido,todopero durante varios minutos el corazón siguió atiendo con un sonido ahogado claro que no me peocupaba pues nadie podría haberlo escuchado la raves de las paredes cesó por fin de latir el viejo había muerto levanté el colchón y examiné el cadáver sí estaba muerto completamente muerto apoyé la mano sobre el corazón y la mantuve ací largo tiempo toses sentía el menor latido,0.12121212121212122
el viejo estaba bien muerto su ojo no volvería a molestarme si ustedes continúen tomándome por loco dejarán de hacerlo cuando les escriba las astutos precauciones que adopte para esconder el cadáver la noche avanzaba mientras yo cumplía mi trabajo con rapidez pero en silencio ante todo descuarticé el cadáver le corté la cabeza brazos y piernas levanté luego tres planches del piso de la habitación y escondí los restos en el hueco,el viejo estaba bien muerto su ojo no volvería a molestarestás continuó en tomándome por loco dejarán de hacerlo cuando lo secuera e lacesinotas precaciones que adobté paraesconder el cadáver la noche avanzaba mientras yo cumplía mi trabajo con rapideez pero en silencio ante todo descuartíce el cadáver le corté la cabeza brazos y piernas la anteluego tres planchas del piso de la ditación escondida ss restos en el huer,0.3013698630136986
volví a colocar los talones con tanta habilidad que ningún ojo humano ni siquiera el suyo hubiera podido advertir la menor diferencia no había nada que lavar ninguna mancha ningún rastro de sangre yo era demasiado precavido para eso una cueva lo habría recogido todo jaja cuando hubiera terminado mi tarea eran las de la madrugada pero seguía tan oscuro como a medias,volví a colocar los talones con tanta habilidad que ningún ojo humano ni siquiera el suyo hubiera podido advertir la menor diferencia no hubiíje nada que lavar ninguna mancha ningún rastro de sangre yo era demasiado precavido para eso una cuva lo habría recogido todo ja ja cuando hu determinado mi tarea eran adcuatro y la madrugada pero siguía tan oscuro como amea,0.1746031746031746
noche en momentos en que subían las campanadas de la hora golpearon a la puerta de la cale acudí a abrir con toda tranquilidad pues qué podía temer ahora hay a tres cabaleros que se presentaron muy civilmente como oficiales de policía durante la noche un vecino había escuchado un alarido por lo cual se sospechaba la posibilidad de algún atentado al recibir este informe en el puesto de la policía habían comisionado a los tres cabaleros,anoche en momentos en que soían las campanadas de la ora golpieron a la puerta de la calle acudí a abrir con toda la inquilidad pues qué podía temer ahora haía tres caballeros que sespresentaron muy civilmente como oficial de policía durante la noche un vecino había escuchado un alarido por lo cual se suspechaba la posibilidad de algún atentado al recibir esta informe qen el puesto de la policía habían commisionado el setas,0.2727272727272727
agentes para que registraran el lugar sonreí pues que tenía que temer dí la bienvenida a los oficiales y les expliqué que yo había lanzado aquel grito durante una pesadila le hice saber que el viejo se había sentado en la campaña le veía a los visitantes al recorer la casa y los invité a que revisaran a que revisaran bien finalmente acabé conduciéndolos a la habitación del muerto les mostré sus caudales,sa gentes para que registraran el lugar sonreí pues qué tenía que temer di la bienvenida a los oficiales y les expliqué que yo había lanzado aquel grito durante una pesadilla le hice saber que el viejo se había sentado en la campaña leve a los visitantes al recorrer la casa y los invidía que revisaran a que revisaran bien finalmente acabé conduciéndolos a la habitación del muerto les mostré sus caudales,0.136986301369863
intactos y como cada cosa se halaba en su lugar en el entusiasmo de mis confidencias traje silas a la habitación y pedí a los tres sabaleros que se descansaran alí de su fatiga mientras yo vivo con la audacia y mi perfecto triunfo colocaba mi sila en el exacto punto bajo el cual reposaba el cadáver de mi víctima los oficiales se sentían satisfechos,sintacto sí como cada cosa se hallaba en su lugar en el entusiasmo de mis confidencias traje sillas la habitación y pedí a los tres aballeros que se descansaran allí de su fatiga mientras yo mismo con la audacia e mi perfecto triunfo colocaba mí siga en el exacto punto bajo l cual reposaba el cadábere de mi víctima los osficiales se sentían satisfechos is mudare,0.24615384615384617
se habían convencido por mi parte me echaba perfectamente cómodo sentaronse y hablaron de cosas comunes mientras yo les contestaba con animación más al cabo de un rato empecé a notar que me ponía pálido y decía que se marcharon me dolía la cabeza y creía percibir un zumbido en los oídos pero los policías continuaban sentados y charlando el zumbido se hizo más,s habían convencido por mi parte me echaba perfectamente cómodo sentandose y hablaron de cosas comunes mientras yo les contestaba con animasión más al cabo de un rato empez a notar que me ponía pálido y decía que se marcharan me dolía la cabeza y creía percibir un sumbido en los oídos pero los policías continuaban sentados y charlando el zumbido se hizo máse,0.109375
intenso seguía resonando y era cada vez más intenso hablé en voz muy alta para librarme de esa sensación pero continuaba lo mismo y seguido haciendo cada vez más claro hasta que al fin me di cuenta de que aquel sonido no se producía dentro de mis oídos sin duda debí ponerme muy pálido pero seguí hablando con crecientes alturas y levantando mucho la voz empero el sonido aumentaba,intenso seguía resonando y era cada vez más intenso hablé en voz muy alta para librarmede esa sensación pero continuaba lo mismo y seguido haciendo cada vez más claro hasta que al fin me di cuenta de a que aquel sonido no se produciera dentro de mis oídos sin duda debía ponerme muy pálido pero seguí hablando con crecientes aturas y levantande mucho la voz empero el sonido aumentab,0.11594202898550725
y qué podía hacer yo era un resonar apagado y presuroso un sonido como el que podría ser un reloj envuelto en algodón yo jadeaba tratando de recorer el aliento y sin embargo los policías no habían oído nada hablé como yo rapidez con vehemencia pero el sonido crecía continuamente me puse en pie y discutí sobre las significancias en voz muy alta,y qué podía hacer yo era un resonar apagado y presuroso un sonido como el que podía ser un reloj envuelto en algujón yo jadeaba tratando de recorrer le lento y sin embargo los policías no habían oído nada hablé como yo rapidez con vehemencia pero el sonido crecía continuamente me puso en pie y discutí sobre las significancias en voz muy alta,0.09523809523809523
y con violentas esticolaciones pero el sonido crecía continuamente por qué no se iban anduve de un lado a otro a grandes pasos como si las observaciones de aquelos hombres me enfurecieran pero el sonido crecía continuamente oh dios qué podía ser yo lancé espumarajos de rabia maldije juré balanceando la sila sobre la cual me había sentado raspé con ela las talas del piso pero el sonido crecía continuamente,y con violentas esticolaciones pero el sonido crecía continuamente por qué no se iban anduve de un lado e los grandes pasos como si las observaciones de aquellos hombres me enfurecieran pero el sonido crecía continuamente oh dios que podía ser yo lancé espumarajos de rabia maldije juré balanceando la siguia sobre la cual me había sentado raspé con ella las talas del piso e eeeero e seosnoe,0.17142857142857143
yo sobrepujaba a todos los otros y crecía sin cesar más alto más alto más alto y entre tanto los hombres seguían charlando plácidamente y sonriendo era posible que no oyeran santo dios no no claro que lo oían y sospechaban sabían y se estaban burlando de mi horor sí así lo pensé y así lo pienso hoy,o sobreempujaba tordo de los otros y crecía sin cesar más alto más alto más alto y entretanto los hombres seguían charlando plácidamente y sonriendo era posible que no oyeran santo dios no no claro que lo oían y sospechaban sabían y se estaban burlando de mí horror sí así lo parecea y así lo pieso hoy pero e,0.20689655172413793
cualquier cosa era preferible a aquela agonía cualquier cosa sería más tolerable que aquel escarnio no podía soportar más tiempo sus sonrisas hipócritas sentí que tenía que gritar o morir y entonces otra vez escuchen más fuerte más fuerte más fuerte más fuerte basta ya de fingir malvados auyé confieso que lo mató,cualquier cosa i preferible a aquella agonía cualquier cosa sería más tolerable que aquel escarno no podía soportar más tiempo sus sonrisas hipócritas sentí que tenía que gritar o morir y entonces otra vez escuchen más fuerte más fuerte más fuerte más fuerte basta ya de finir malvados auyé confieso que lo mata,0.09433962264150944
levanten esos tablones alí alí donde está lateando su horible corazón,levanten esos tablones allí allí donde está lateando su horrible corazón,0.2727272727272727
a veces me preocupa no ser el héroe que todo el mundo cre que soy los filósofos me aseguran que ese es el momento que los signos se han cumplido pero yo me sigo preguntando si no tienen al hombre equivocado tanta gente depende de mí dicen que tengo en mis manos el futuro del mundo entero qué pensarían si supieran que su paladín el héroe de la siera su salvador duda de sí mismo tal vez,a veces me preocupan user el hoere que todo el mundo cree que soy los filósofos me aseguran que ese es el momento que los signos se han cumplido pero yo me sigo preguntando si no tienen al hombre equivocado tanta gente depende de mí dicen que tengo en mis manos el futuro del mundo entero qué pensarían si supieran que su paladín el héroe de la sera su salvador duda de sí mismo tal vez,0.07792207792207792
